recipe,rel,material
烩鱼丝海参,contains,鲤鱼
炸“鹅脖”,contains,羊肉(瘦)
菜心鱼翅,contains,油菜
洋菜拌虾仁,contains,虾仁
荷叶豆腐,contains,豆腐
炸素鱼卷,contains,油皮
脆皮炸猪脑,contains,猪脑
陈皮红衫鱼,contains,红衫鱼
冬笋煲鹌鹑,contains,鹌鹑肉
人参红枣炖兔肉,contains,兔肉
砂锅豆腐（三）,contains,豆腐
氽鲫鱼汤,contains,鲫鱼
外婆两江鱼,contains,草鱼
三鲜酿黄瓜,contains,黄瓜
黄瓜盅,contains,黄瓜
炒蛋奶片,contains,鸡蛋清
鱼肉酿冬菇,contains,草鱼
鲜虾蟹柳色拉,contains,对虾
佛手包菜,contains,圆白菜
焦炸茄子,contains,茄子
煎卷筒笋丝,contains,竹笋
沙司寿桃,contains,竹笋
红烧狮子头(四喜丸子),contains,猪肋条肉（五花肉）
卤肉,contains,猪肉(肥瘦)
芹菜拌猪心,contains,猪心
牛尾清汤,contains,牛尾
鸡片海参,contains,海参（水浸）
酱爆兔肉丁,contains,兔肉
枣粟焖仔鸡,contains,童子鸡
黄山炖鸽,contains,雏鸽
八宝鸡,contains,鸡
口香兔,contains,兔肉
荠香肉丝,contains,荠菜
西洋菜及第汤,contains,木耳菜
蘑菇炒韭芽,contains,蘑菇(鲜蘑)
烩蘑菇鸡柳,contains,鸡胸脯肉
杏仁熘鸽丁,contains,雏鸽
烩冬菇素鱼片,contains,香菇（鲜）
桂花鱼丝,contains,草鱼
糟熘鱼白,contains,鳜鱼
花菇鸡丝,contains,花菇
冬菇油鸡,contains,鸡
番薯麦米粥,contains,甘薯
雪盖乌龙,contains,木耳(水发)
五彩缤纷,contains,木耳(干)
糟醉鸡片,contains,鸡胸脯肉
黄汁鸡块汤,contains,鸡肉
粉葛鲫鱼汤,contains,鲫鱼
黄瓜氽肉片汤,contains,猪肉(瘦)
海参猪爪汤,contains,海参（水浸）
核桃炖鸡,contains,鸡
什锦豆腐,contains,豆腐
鸡腿菇炖笋,contains,豆腐
红松豆腐,contains,豆豉
鲫鱼鸳鸯蛋,contains,鲫鱼
大煮干丝,contains,豆腐干
白菜炒干丝,contains,白菜
素炒小白菜,contains,小白菜
长鱼煮干丝,contains,豆腐干
兰花豆干,contains,豆腐干
炒豆腐泥,contains,豆腐
翡翠干丝,contains,豆腐干
温拌海肠,contains,海肠
枸杞头氽鸡片,contains,鸡肉
银丝肉,contains,猪里脊肉
油漆白菜,contains,白菜
豆腐烧油菜,contains,油菜
肉松,contains,猪肉(瘦)
五香酱兔肉,contains,兔肉
芦荟拌鸡丝,contains,鸡肉
粉皮拌鸡丝,contains,鸡肉
豌豆拌鸡肉,contains,鸡肉
香辣鱼丁,contains,鲤鱼
鸳鸯河虾,contains,河虾
香椿豌豆,contains,豌豆
冬笋扁豆,contains,扁豆
枸杞干丝,contains,豆腐干
蜜汁熏干,contains,豆腐干
大枣荔枝干,contains,荔枝
燕菜素鸡丝汤,contains,素鸡
三色蔬菜粥,contains,稻米
鹌鹑粥,contains,鹌鹑肉
附子冰糖炖冬瓜,contains,冬瓜
蘑菇地栗,contains,栗子（鲜）
人参炖鹌鹑,contains,鹌鹑肉
党参香菇延寿鸡,contains,鸡
菠菜粥,contains,粳米
山药芡实粥,contains,粳米
虾酱牛肉炒通菜,contains,牛肉(后腿)
何首乌鸡,contains,乌骨鸡
荔枝干大枣汤,contains,荔枝
八宝童鸡,contains,母鸡
炝苋菜,contains,苋菜(紫)
素什锦水饺,contains,小麦面粉
面筋草菇笋菜豆腐汤,contains,豆腐
香蕉粥,contains,粳米
慈姑椰菜汤,contains,菜花
奶油冬苋汤,contains,苋菜(紫)
马齿苋荠菜粥,contains,马齿苋
馄饨汤,contains,小麦面粉
花生粥,contains,粳米
上汤素水饺,contains,小麦面粉
红花绿叶粥,contains,糙米
素五丁饺,contains,香菇（鲜）
白菜包,contains,猪肉(肥瘦)
素三丝,contains,豆腐干
炒芹菜豆腐干,contains,芹菜
金针熏鱼,contains,草鱼
蛋液鲫鱼羹,contains,鲫鱼
芹菜粥,contains,芹菜
羔烧白果,contains,白果（鲜）
糖醋山药蛋块,contains,山药
止泻猪肚汤,contains,猪肚
北芪参枣生鱼汤,contains,草鱼
人参炖羊肉,contains,羊肉(瘦)
芝麻仁粥,contains,粳米
首乌小米粥,contains,小米
牛肉归芪汤,contains,牛肉(肥瘦)
枸杞桃仁鸡丁,contains,鸡肉
三鲜蛋饺汤,contains,鸡蛋
莲子蛋汤,contains,鸡蛋
小米红枣粥,contains,小米
卤百叶串,contains,牛肚
人参炖鸡,contains,鸡
小米面甜沫,contains,小米面
鲜肉灌汤蒸饺,contains,小麦面粉
家常包子,contains,小麦面粉
黄芪煲鹌鹑,contains,鹌鹑肉
鸡丝花卷,contains,小麦面粉
麦穗包,contains,小麦面粉
奶油珍珠,contains,鹌鹑蛋
三丝金针菇,contains,火腿肠
小米蛋奶粥,contains,小米
豆薯粥,contains,粳米
丽参鸡汤,contains,母鸡
蚝油滑鸡条,contains,鸡肉
糟溜三白,contains,鸡胸脯肉
鸡汤面条,contains,鸡肉
桂圆莲子粥,contains,糯米
山药大枣粥,contains,糯米
银耳甘笋淡菜猪脚汤,contains,猪蹄
菠菜瘦肉粥,contains,粳米
菠菜粥,contains,粳米
鳗鱼山药饭,contains,河鳗
山东海参,contains,海参（水浸）
金针菇炖鳗鱼,contains,河鳗
滋补鲫鱼煲,contains,鲫鱼
圆肉腐竹红枣白菜汤,contains,白菜
芪归炖鸡汤,contains,鸡
金银丝糕,contains,小米面
豆芽猪蹄汤,contains,猪蹄
人参淮药糕,contains,糯米粉
薏苡仁煲鹌鹑,contains,鹌鹑肉
白灵菇瘦肉粥,contains,白灵菇
人参粥,contains,粳米
淮山芡实炖鱼肚,contains,鱼唇
银耳莲子枸杞粥,contains,稻米
羊肾黑豆杜仲汤,contains,羊腰子
胡桃黑豆饮,contains,核桃
腰花粥,contains,粳米
芦笋天门冬粥,contains,粳米
瓤作海参,contains,海参
参杞烧海参,contains,海参（水浸）
猪肾山药粥,contains,粳米
毛豆虾仁羹,contains,虾仁
泥鳅黑豆粥,contains,泥鳅
猪肾粥,contains,猪腰子
银耳乌龙汤,contains,海参（水浸）
四仁大战,contains,白果（干）
白果麦片粥,contains,粳米
牛奶杏仁粥,contains,牛奶
骨皮炖猪蹄,contains,猪蹄
白果粥,contains,稻米
刺儿菜粥,contains,粳米
荔枝花,contains,荔枝
雀肉粟米羹汤,contains,麻雀
荠菜黑豆粥,contains,荠菜
淮杞羊腿汤,contains,羊前腿肉
白汁过鱼,contains,鳜鱼
油菜粥,contains,粳米
香茗粥,contains,粳米
五彩野兔丝,contains,兔肉（野）
荔枝杞子猪肘汤,contains,猪肘
五仁粥,contains,粳米
野菊花烧草鱼,contains,草鱼
淮杞狗肉,contains,狗肉
油浸鱼,contains,草鱼
归参炖母鸡,contains,母鸡
萝卜枸杞炖鸭肝,contains,鸭肝
枸杞炖羊肾,contains,羊腰子
丝瓜蘑菇肉片汤,contains,猪肉(瘦)
鱼蓉海参,contains,海参（水浸）
小麦黑豆夜交藤汤,contains,小麦
肉末烧海参,contains,海参（水浸）
红枣莲子羹,contains,枣（干）
栗豆腐,contains,水面筋
鸡丝燕菜,contains,素鸡
火腿血燕,contains,素火腿
莜面卷,contains,莜麦面
天麻脑花,contains,猪脑
红萝卜鲜木耳豆腐汤,contains,豆腐
天厨海参,contains,海参（水浸）
麻婆西施粥,contains,稻米
雪淋鸡,contains,母鸡
杏仁奶豆腐,contains,牛奶
荔枝山药粥,contains,粳米
七草粥,contains,稻米
草菇煮豆腐,contains,草菇
肉丸粥,contains,粳米
鲤鱼脑粥,contains,粳米
牛骨茶,contains,小麦面粉
芹菜猪肉蒸饺,contains,小麦面粉
盐猪肚饭,contains,猪肚
蛋菇,contains,鸭蛋
葱烧兔肉,contains,兔肉
小茏蒸饺,contains,小麦面粉
雪菜叉烧包,contains,小麦面粉
三鲜粥,contains,稻米
雪花蹄筋,contains,牛蹄筋(泡发)
粉丝蛋,contains,鸡蛋
文思豆腐,contains,豆腐
黄芪蒸鹌鹑,contains,鹌鹑肉
胡葱酥肉,contains,猪肋条肉（五花肉）
面片甩袖汤,contains,小麦面粉
小青菜包,contains,小麦面粉
鸡肉蒸饺,contains,小麦面粉
青椒兔柳,contains,兔肉
黄豆芽排骨,contains,猪排骨(大排)
胡椒牛肉汤,contains,牛肉(肥瘦)
豆腐海鲜汤,contains,豆腐
卤香菇素鸡,contains,素鸡
碧绿蹄筋,contains,猪蹄筋
牛奶麦片粥,contains,牛奶
芹菜包子,contains,小麦面粉
鸡丝芹菜饭,contains,稻米
竹蛏芦笋饺,contains,蛏子
鱼头炖豆腐,contains,鲤鱼
牛肉热汤面,contains,面条(干切面)
素什锦,contains,豆腐干
芹菜虱目鱼粥,contains,米饭(蒸)
香糟汁田鸡,contains,田鸡
鱼肉豆腐火锅,contains,鲫鱼
胡萝卜蛋糕,contains,胡萝卜
蛋黄碎牛肉粥,contains,牛肉（瘦）
豆腐鸭架汤,contains,鸭骨
黄芽白煲鸭骨汤,contains,鸭骨
鸡丝腐衣汤,contains,油皮
皮儿荤素,contains,油皮
海瓜子莴笋饺,contains,蛤蜊
葱油莴笋饺,contains,莴笋
猪肉松,contains,猪腿肉
豆腐乳粥,contains,腐乳(白)
鱼片蒸蛋,contains,鸡蛋
鱼茸蒸豆腐,contains,草鱼
豆腐蛎,contains,牡蛎(鲜)
红枣山药粥,contains,枣（干）
甜三样,contains,鸡蛋
黄豆小米粥,contains,小米
豆芽牛肉粥,contains,粳米
盐烤秋刀鱼,contains,秋刀鱼
醋椒鸭架汤,contains,鸭骨
海带焖鲫鱼,contains,鲫鱼
苋菜小鱼粥,contains,稻米
倍稀粥,contains,稻米
杭式牛肉羹,contains,牛肉（瘦）
坚果丝瓜液,contains,栗子（鲜）
火腿土豆泥,contains,土豆
小米烙饼,contains,小麦面粉
荔枝红枣粥,contains,粳米
荔枝粥,contains,粳米
茭白肉丝面,contains,面条(标准粉)
豉油皇鸡,contains,童子鸡
山楂麦芽饮,contains,山楂
刀豆炒腰片,contains,猪腰子
菟丝炖鹌鹑,contains,鹌鹑肉
红烧兔肉,contains,兔肉
黄芪乌骨鸡,contains,乌骨鸡
素高汤,contains,玉米（鲜）
芙蓉鹑片,contains,鹌鹑肉
燕麦粳米粥,contains,粳米
姜汁鱼头,contains,鲢鱼头
海虾豆腐,contains,豆腐
平菇煮蛋,contains,平菇
碧海珊瑚,contains,菠萝
黑米埋珍珠,contains,糯米(紫)
清蒸豆腐,contains,豆腐
腊八粥,contains,糯米
清蒸鲤鱼,contains,鲤鱼
紫菜豆腐羹,contains,紫菜(干)
黄豆芽蘑菇汤,contains,黄豆芽
油淋草鱼,contains,草鱼
蛤蚧参茸酒,contains,蛤蜊
期颐饼,contains,芡实米
萝卜生菜汤,contains,萝卜
塘虱豆腐,contains,鲶鱼
木耳菊花鱼丸,contains,草鱼
豆浆莴笋汤,contains,莴笋
三鲜冬蓉羹,contains,冬瓜
猪肉冬瓜水饺,contains,小麦面粉
冬瓜粥,contains,冬瓜
空心菜瘦肉粥,contains,籼米
干煸鹑脯丝,contains,鹌鹑肉
卤水乳鸽,contains,鸽肉
双耳炖猪脑,contains,猪脑
核桃豆腐羹,contains,核桃
油煎南瓜饼,contains,南瓜
芦荟蜜饮,contains,芦荟
木耳芝麻茶,contains,木耳(干)
鲜奶水晶香蕉,contains,牛奶
卤茴香豆与五香辣味豆,contains,蚕豆
珍珠面,contains,小麦面粉
红薯樱桃肉,contains,甘薯
营养蛋饼,contains,鸡蛋
菇笋肉丝羹,contains,香菇（干）
稀卤豌豆,contains,豌豆
雪冬肉丝,contains,猪肉(瘦)
地瓜粥,contains,籼米
苹果玉米豆粉羹,contains,苹果
猪肉枸杞汤,contains,猪肉(瘦)
鱼头浓汤,contains,鲢鱼头
香菜粥,contains,粳米
芙蓉海底松,contains,海蜇皮
阳春面,contains,面条(标准粉)
双菇水饺,contains,小麦面粉
仿真燕窝粥,contains,稻米
卤猪尾,contains,猪尾
冬菇云耳瘦肉粥,contains,猪肉(瘦)
泥鳅粥,contains,粳米
生熏白丝鱼,contains,草鱼
鹌鹑山药粥,contains,粳米
香菇盒子,contains,香菇（干）
豆蔻陈皮鲫鱼羹,contains,鲫鱼
红炖鱼翅,contains,鱼翅(干)
淡菜板豆腐白菜汤,contains,豆腐
桑枝鸡内金瘦肉汤,contains,猪肉(瘦)
五彩炒蛇丝,contains,蛇肉
鸡火西瓜盅,contains,西瓜
珊瑚鸭掌,contains,鸭掌
乌鸡冬虫夏草汤,contains,鸡肉
锅烧河鳗,contains,河鳗
羊肾粥(一),contains,羊腰子
冻兔糕,contains,兔肉
荷叶粉蒸鸡,contains,荷叶
五元鹑蛋,contains,鹌鹑蛋
茴香水饺,contains,小麦面粉
松月楼素包,contains,油菜
松子粥,contains,粳米
杏子粥,contains,粳米
奶香麦片粥,contains,粳米
红焖通心河鳗,contains,河鳗
百合花鸡蛋羹,contains,鸡蛋
杭式果羹,contains,栗子（鲜）
山药红枣羹,contains,山药
洋菜鸡丝,contains,鸡胸脯肉
海棠赛菊,contains,鸭肫
鸡米烩腰丁,contains,鸡胸脯肉
豆芽豆腐汤,contains,豆腐
萝卜丝饼,contains,小麦面粉
一品赤参,contains,海参（水浸）
醋熘鳜鱼,contains,鳜鱼
口蘑芙蓉蛋汤,contains,鸡蛋
粉蒸鲫鱼,contains,鲫鱼
炖奶汤鲫鱼萝卜丝,contains,鲫鱼
奶汤草腹,contains,草鱼
脆皮烘猪肝,contains,猪肝
卤汁素鸡,contains,油皮
五香兔肉,contains,兔肉
竹报平安,contains,莴笋
茯苓人参糕,contains,小麦面粉
双瓜菜窝头,contains,冬瓜
葱香菱角,contains,菱角
鸡蒙笋尖,contains,竹笋
烫面牛肉烧卖,contains,小麦面粉
素烧卖,contains,小麦面粉
白菜小米卷,contains,圆白菜
桂花南瓜饼,contains,南瓜
鸡肉冬菇蒸饺,contains,小麦面粉
红米杂烩粥,contains,籼米
冬虫夏草煲乳鸽,contains,海参
银鱼饺,contains,猪肉(肥瘦)
宝通寺素包,contains,油菜
青豆虾仁包,contains,虾仁
人参滋补鸭,contains,鸭
韭菜老豆腐,contains,豆腐
头肚醋鱼,contains,鲢鱼头
黄鱼蓉粥,contains,粳米
银鱼香菇羹,contains,香菇（干）
香菇白菜羹,contains,香菇（干）
酸辣瓜肉汤,contains,猪肉(瘦)
浓情炝锅面,contains,小麦面粉
银耳鸽蛋汤,contains,银耳(干)
冬笋粥,contains,冬笋
泥鳅炖豆腐,contains,泥鳅
春笋枸杞肉丝,contains,春笋
芹菜粥,contains,粳米
鱼羊双鲜,contains,羊前腿肉
蘑菇鸡丝蛋花汤,contains,鸡腿
毛豆番茄豆腐汤,contains,番茄
木瓜生姜蜂蜜粥,contains,粳米
猪肝鸡蛋粥,contains,粳米
鸡丝泡饭粥,contains,米饭(蒸)
玉米粉燕麦粥,contains,玉米面（黄）
鲜蚕豆紫菜汤,contains,蚕豆
叉烧皮蛋粥,contains,粳米
蛋清羹,contains,鸡蛋清
清汤白菜卷,contains,白菜
海参眉毛肉丸,contains,海参（水浸）
肉末炖豆腐,contains,猪肉(瘦)
鱼香鸽蛋,contains,鸽蛋
卤豆油皮松,contains,油皮
酥香鲫鱼,contains,鲫鱼
猪腰粥,contains,猪腰子
海鲜宽条面,contains,面条(标准粉)
银耳鸽蛋汤,contains,银耳(干)
端阳豆糕,contains,绿豆
翡翠馄饨,contains,小麦面粉
丁香鱼饺,contains,小麦面粉
冬瓜蒸饺,contains,小麦面粉
甘笋素饺,contains,小麦面粉
薄皮虾饺,contains,淀粉(豌豆)
圆笼蒸饺,contains,小麦面粉
枸杞炖鲫鱼,contains,鲫鱼
茄子粥,contains,粳米
虾仁豆腐羹,contains,虾仁
笋丝豆苗,contains,豌豆苗
肉末酸菜豆花汤,contains,豆腐
海味豆腐汤,contains,豆腐
龙眼鸽蛋,contains,鸽蛋
甜甜蜜蜜,contains,莲藕
东江酿豆腐,contains,猪肉(肥瘦)
糯米腊肉丸子,contains,糯米
白菜香菇素翅汤,contains,素鸡
蒸兔肉丸子,contains,兔肉
