recipe,rel,material
糟熘鱼白,contains,猪油（炼制）
银芽鸡丝,contains,味精
银芽鸡丝,contains,料酒
银芽鸡丝,contains,芡粉
银芽鸡丝,contains,香油
银芽鸡丝,contains,盐
银芽鸡丝,contains,植物油
蛋奶虾球,contains,盐
蛋奶虾球,contains,味精
蛋奶虾球,contains,淀粉(蚕豆)
蛋奶虾球,contains,小葱
蛋奶虾球,contains,黄酒
蛋奶虾球,contains,姜
蛋奶虾球,contains,色拉油
鲜肉小笼,contains,酱油
鲜肉小笼,contains,味精
鲜肉小笼,contains,盐
鲜肉小笼,contains,姜汁
鲜肉小笼,contains,葱汁
鲜肉小笼,contains,香油
冬菇面筋,contains,酱油
冬菇面筋,contains,白砂糖
冬菇面筋,contains,味精
冬菇面筋,contains,淀粉(玉米)
冬菇面筋,contains,香油
冬菇面筋,contains,菜籽油
雪花鱼丝羹,contains,盐
雪花鱼丝羹,contains,味精
雪花鱼丝羹,contains,小葱
雪花鱼丝羹,contains,鸡油
雪花鱼丝羹,contains,胡椒粉
雪花鱼丝羹,contains,猪油（炼制）
腐皮黄鱼包,contains,植物油
腐皮黄鱼包,contains,料酒
腐皮黄鱼包,contains,盐
腐皮黄鱼包,contains,味精
腐皮黄鱼包,contains,香油
腐皮黄鱼包,contains,胡椒粉
腐皮黄鱼包,contains,大葱
白油鸡枞,contains,鸡油
白油鸡枞,contains,淀粉(蚕豆)
白油鸡枞,contains,盐
白油鸡枞,contains,猪油（炼制）
白油鸡枞,contains,味精
白油鸡枞,contains,胡椒粉
番茄鸡蛋汤,contains,植物油
番茄鸡蛋汤,contains,大葱
番茄鸡蛋汤,contains,盐
番茄鸡蛋汤,contains,味精
木耳炒西芹,contains,大蒜
木耳炒西芹,contains,色拉油
木耳炒西芹,contains,盐
木耳炒西芹,contains,味精
木耳炒西芹,contains,白砂糖
木耳炒西芹,contains,淀粉(玉米)
海米芹菜,contains,大葱
海米芹菜,contains,植物油
海米芹菜,contains,盐
海米芹菜,contains,味精
蛤肉木耳煮豆腐,contains,植物油
蛤肉木耳煮豆腐,contains,姜
蛤肉木耳煮豆腐,contains,大葱
蛤肉木耳煮豆腐,contains,大蒜
蛤肉木耳煮豆腐,contains,香油
蛤肉木耳煮豆腐,contains,盐
鸡蛋蒸肉丸,contains,盐
鸡蛋蒸肉丸,contains,蚝油
鸡蛋蒸肉丸,contains,料酒
鸡蛋蒸肉丸,contains,淀粉(玉米)
鸡蛋蒸肉丸,contains,色拉油
鹑蛋炖乌鸡,contains,料酒
鹑蛋炖乌鸡,contains,盐
鹑蛋炖乌鸡,contains,味精
鹑蛋炖乌鸡,contains,白酒
雪花豆腐羹,contains,盐
雪花豆腐羹,contains,料酒
雪花豆腐羹,contains,淀粉(玉米)
雪花豆腐羹,contains,植物油
香菇豆泡,contains,酱油
香菇豆泡,contains,白砂糖
香菇豆泡,contains,味精
香菇豆泡,contains,淀粉(玉米)
香菇豆泡,contains,植物油
香菇豆泡,contains,香油
干豇豆烧肉,contains,豆瓣
干豇豆烧肉,contains,泡椒
干豇豆烧肉,contains,姜
干豇豆烧肉,contains,大葱
干豇豆烧肉,contains,八角
干豇豆烧肉,contains,沙姜
干豇豆烧肉,contains,茴香籽[小茴香籽]
干豇豆烧肉,contains,胡椒粉
干豇豆烧肉,contains,白砂糖
干豇豆烧肉,contains,料酒
干豇豆烧肉,contains,味精
干豇豆烧肉,contains,盐
干豇豆烧肉,contains,植物油
豆腐酿虾,contains,盐
豆腐酿虾,contains,料酒
豆腐酿虾,contains,味精
豆腐酿虾,contains,香油
豆腐酿虾,contains,淀粉(玉米)
豆腐酿虾,contains,鸡蛋清
豆腐酿虾,contains,大葱
豆腐酿虾,contains,姜
肉片炒豆腐,contains,盐
肉片炒豆腐,contains,植物油
肉片炒豆腐,contains,料酒
肉片炒豆腐,contains,白砂糖
肉片炒豆腐,contains,淀粉(玉米)
肉片炒豆腐,contains,大葱
肉片炒豆腐,contains,姜
肉片炒豆腐,contains,酱油
豆芽排骨汤,contains,大豆油
豆芽排骨汤,contains,盐
豆芽排骨汤,contains,味精
豆芽排骨汤,contains,鸡精
豆芽排骨汤,contains,大葱
豆芽排骨汤,contains,姜
豆芽排骨汤,contains,香菜
鲜辣脆元葱,contains,盐
鲜辣脆元葱,contains,五香粉
鲜辣脆元葱,contains,味精
鲜辣脆元葱,contains,辣椒油
鲜辣脆元葱,contains,酱油
鲜辣脆元葱,contains,醋
鲜辣脆元葱,contains,植物油
合炒木须肉,contains,大葱
合炒木须肉,contains,酱油
合炒木须肉,contains,淀粉(玉米)
合炒木须肉,contains,盐
合炒木须肉,contains,料酒
合炒木须肉,contains,香油
合炒木须肉,contains,植物油
芹菜炒豆腐干,contains,植物油
芹菜炒豆腐干,contains,盐
芹菜炒豆腐干,contains,江米酒
芹菜炒豆腐干,contains,鸡精
滑熘豆腐,contains,植物油
滑熘豆腐,contains,大葱
滑熘豆腐,contains,姜
滑熘豆腐,contains,盐
滑熘豆腐,contains,花椒
滑熘豆腐,contains,味精
滑熘豆腐,contains,淀粉(玉米)
金腿千千结,contains,盐
金腿千千结,contains,白砂糖
金腿千千结,contains,淀粉(玉米)
金腿千千结,contains,鸡精
金腿千千结,contains,鸡油
金腿千千结,contains,料酒
金腿千千结,contains,植物油
菜胆扒鱼圆,contains,盐
菜胆扒鱼圆,contains,料酒
菜胆扒鱼圆,contains,大葱
菜胆扒鱼圆,contains,姜汁
菜胆扒鱼圆,contains,鸡精
菜胆扒鱼圆,contains,淀粉(玉米)
菜胆扒鱼圆,contains,植物油
熬白菜豆腐汤,contains,植物油
熬白菜豆腐汤,contains,味精
熬白菜豆腐汤,contains,盐
熬白菜豆腐汤,contains,大葱
海米扒油菜,contains,猪油（炼制）
海米扒油菜,contains,鸡油
海米扒油菜,contains,料酒
海米扒油菜,contains,淀粉(玉米)
海米扒油菜,contains,大葱
海米扒油菜,contains,盐
海米扒油菜,contains,味精
海米扒油菜,contains,姜汁
油菜金针菇,contains,植物油
油菜金针菇,contains,盐
油菜腐丝,contains,盐
油菜腐丝,contains,白砂糖
油菜腐丝,contains,味精
油菜腐丝,contains,香油
韭黄炒鸡柳,contains,植物油
韭黄炒鸡柳,contains,蚝油
韭黄炒鸡柳,contains,酱油
韭黄炒鸡柳,contains,江米酒
韭黄炒鸡柳,contains,白砂糖
韭黄炒鸡柳,contains,淀粉(玉米)
韭黄炒鸡柳,contains,香油
韭黄炒鸡柳,contains,大葱
韭黄炒鸡柳,contains,大蒜
韭黄炒鸡柳,contains,姜
韭黄炒鸡柳,contains,胡椒粉
土豆炒肉丝,contains,大葱
土豆炒肉丝,contains,酱油
土豆炒肉丝,contains,淀粉(玉米)
土豆炒肉丝,contains,白砂糖
土豆炒肉丝,contains,鸡精
土豆炒肉丝,contains,盐
土豆炒肉丝,contains,胡椒粉
土豆炒肉丝,contains,植物油
青椒豆腐丝,contains,盐
青椒豆腐丝,contains,香油
青椒豆腐丝,contains,味精
凉拌佛手瓜,contains,酱油
凉拌佛手瓜,contains,白砂糖
凉拌佛手瓜,contains,味精
香味牛肝菌,contains,姜
香味牛肝菌,contains,大蒜
香味牛肝菌,contains,豆瓣酱
香味牛肝菌,contains,胡椒粉
香味牛肝菌,contains,料酒
香味牛肝菌,contains,味精
香味牛肝菌,contains,盐
香味牛肝菌,contains,植物油
海带黄豆汤,contains,盐
海带黄豆汤,contains,味精
海带黄豆汤,contains,大葱
麻辣青笋鸡,contains,猪油（炼制）
麻辣青笋鸡,contains,泡椒
麻辣青笋鸡,contains,酱油
麻辣青笋鸡,contains,料酒
麻辣青笋鸡,contains,花椒粉
麻辣青笋鸡,contains,味精
麻辣青笋鸡,contains,盐
麻辣青笋鸡,contains,白砂糖
麻辣青笋鸡,contains,淀粉(玉米)
麻辣青笋鸡,contains,醋
麻辣青笋鸡,contains,大葱
麻辣青笋鸡,contains,姜
麻辣青笋鸡,contains,大蒜
蜜汁牛肉,contains,大蒜
蜜汁牛肉,contains,花生油
蜜汁牛肉,contains,白砂糖
蜜汁牛肉,contains,黄酒
蜜汁牛肉,contains,鸡精
蜜汁牛肉,contains,淀粉(玉米)
蜜汁牛肉,contains,盐
葱姜烧仔鸡,contains,姜
葱姜烧仔鸡,contains,江米酒
葱姜烧仔鸡,contains,胡椒粉
葱姜烧仔鸡,contains,酱油
葱姜烧仔鸡,contains,盐
葱姜烧仔鸡,contains,植物油
西洋菜煲生鱼,contains,植物油
西洋菜煲生鱼,contains,陈皮
西洋菜煲生鱼,contains,盐
西洋菜煲生鱼,contains,味精
西洋菜煲生鱼,contains,料酒
西洋菜煲生鱼,contains,姜
芹菜叶豆腐羹,contains,盐
芹菜叶豆腐羹,contains,淀粉(玉米)
芹菜叶豆腐羹,contains,胡椒粉
芹菜叶豆腐羹,contains,香油
香菇拌豆腐丝,contains,辣椒(红、尖、干)
香菇拌豆腐丝,contains,白砂糖
香菇拌豆腐丝,contains,盐
香菇拌豆腐丝,contains,味精
香菇拌豆腐丝,contains,香油
沙锅酸辣浓汤,contains,胡椒粉
沙锅酸辣浓汤,contains,淀粉(玉米)
沙锅酸辣浓汤,contains,辣椒粉
沙锅酸辣浓汤,contains,植物油
沙锅酸辣浓汤,contains,醋
沙锅酸辣浓汤,contains,酱油
沙锅酸辣浓汤,contains,盐
沙锅酸辣浓汤,contains,香油
沙锅酸辣浓汤,contains,味精
松仁玉米,contains,盐
松仁玉米,contains,白砂糖
松仁玉米,contains,味精
松仁玉米,contains,花生油
松仁玉米,contains,香油
海米拌油菜,contains,香油
海米拌油菜,contains,盐
海参捞面,contains,酱油
海参捞面,contains,盐
海参捞面,contains,味精
海参捞面,contains,鸡粉
海参捞面,contains,花生油
海参捞面,contains,葱油
海参捞面,contains,葱油
海参捞面,contains,大葱
海参捞面,contains,姜
海参捞面,contains,淀粉(豌豆)
砂锅鱼头豆腐,contains,姜
砂锅鱼头豆腐,contains,豆瓣酱
砂锅鱼头豆腐,contains,白砂糖
砂锅鱼头豆腐,contains,料酒
砂锅鱼头豆腐,contains,盐
砂锅鱼头豆腐,contains,味精
砂锅鱼头豆腐,contains,鸡粉
砂锅鱼头豆腐,contains,小葱
砂锅鱼头豆腐,contains,花生油
三鲜豆苗,contains,盐
三鲜豆苗,contains,色拉油
三鲜豆苗,contains,淀粉(豌豆)
砂锅鱼头,contains,大葱
砂锅鱼头,contains,姜
砂锅鱼头,contains,花生油
砂锅鱼头,contains,盐
砂锅鱼头,contains,味精
砂锅鱼头,contains,料酒
砂锅鱼头,contains,胡椒粉
白菜豆腐煲,contains,大葱
白菜豆腐煲,contains,姜
白菜豆腐煲,contains,盐
白菜豆腐煲,contains,胡椒粉
白菜豆腐煲,contains,淀粉(豌豆)
白菜豆腐煲,contains,味精
白菜豆腐煲,contains,黄酒
白菜豆腐煲,contains,白砂糖
白菜豆腐煲,contains,猪油（炼制）
虾仁烘蛋,contains,盐
虾仁烘蛋,contains,大葱
虾仁烘蛋,contains,植物油
虾仁烘蛋,contains,料酒
虾仁烘蛋,contains,胡椒粉
虾仁烘蛋,contains,酱油
虾仁烘蛋,contains,香油
炖兔肉,contains,酱油
炖兔肉,contains,大葱
炖兔肉,contains,姜
炖兔肉,contains,大蒜
炖兔肉,contains,八角
炖兔肉,contains,植物油
炖兔肉,contains,甜面酱
炖兔肉,contains,料酒
红烧笋豆,contains,香油
红烧笋豆,contains,白砂糖
红烧笋豆,contains,白酱油
红烧笋豆,contains,酱油
红烧笋豆,contains,八角
红烧笋豆,contains,大葱
红烧笋豆,contains,姜
蛋黄豆腐,contains,盐
蛋黄豆腐,contains,白砂糖
蛋黄豆腐,contains,料酒
蛋黄豆腐,contains,鸡精
蛋黄豆腐,contains,香油
蛋黄豆腐,contains,大葱
蛋黄豆腐,contains,姜
咖喱笋肉炒干丝,contains,白酒
咖喱笋肉炒干丝,contains,盐
咖喱笋肉炒干丝,contains,咖喱
咖喱笋肉炒干丝,contains,味精
咖喱笋肉炒干丝,contains,淀粉(玉米)
咖喱笋肉炒干丝,contains,菜籽油
咖喱笋肉炒干丝,contains,香油
鲜豆腐皮炒虾仁,contains,盐
鲜豆腐皮炒虾仁,contains,菱角粉
鲜豆腐皮炒虾仁,contains,植物油
鲜豆腐皮炒虾仁,contains,白酒
珍珠豆腐,contains,盐
珍珠豆腐,contains,大葱
珍珠豆腐,contains,姜
珍珠豆腐,contains,料酒
珍珠豆腐,contains,胡椒粉
珍珠豆腐,contains,淀粉(玉米)
珍珠豆腐,contains,鸡精
珍珠豆腐,contains,鸡油
肉末炖豆腐,contains,酱油
肉末炖豆腐,contains,白酒
肉末炖豆腐,contains,盐
肉末炖豆腐,contains,鸡精
肉末炖豆腐,contains,大葱
肉末炖豆腐,contains,姜
肉末炖豆腐,contains,大蒜
蒸酿香菇豆腐,contains,酱油
蒸酿香菇豆腐,contains,白砂糖
蒸酿香菇豆腐,contains,盐
蒸酿香菇豆腐,contains,香油
蒸酿香菇豆腐,contains,淀粉(玉米)
百花蒸豆腐,contains,盐
百花蒸豆腐,contains,鸡精
百花蒸豆腐,contains,鸡粉
皇饭儿夹豆腐煲,contains,豆瓣酱
皇饭儿夹豆腐煲,contains,白砂糖
皇饭儿夹豆腐煲,contains,盐
皇饭儿夹豆腐煲,contains,酱油
皇饭儿夹豆腐煲,contains,猪油（板油）
皇饭儿夹豆腐煲,contains,黄酒
皇饭儿夹豆腐煲,contains,姜
皇饭儿夹豆腐煲,contains,植物油
浇汁豆腐饺,contains,盐
浇汁豆腐饺,contains,味精
浇汁豆腐饺,contains,料酒
浇汁豆腐饺,contains,大葱
浇汁豆腐饺,contains,胡椒粉
浇汁豆腐饺,contains,淀粉(玉米)
浇汁豆腐饺,contains,花生油
豆苗鸡丝,contains,姜
豆苗鸡丝,contains,大葱
豆苗鸡丝,contains,味精
豆苗鸡丝,contains,盐
豆苗鸡丝,contains,白砂糖
豆苗鸡丝,contains,蚝油
豆苗鸡丝,contains,老抽
豆苗鸡丝,contains,黄酒
豆苗鸡丝,contains,淀粉(玉米)
豆苗鸡丝,contains,胡椒粉
豆苗鸡丝,contains,香油
豆苗鸡丝,contains,大蒜
豆苗鸡丝,contains,植物油
鸡丝豌豆,contains,植物油
鸡丝豌豆,contains,料酒
鸡丝豌豆,contains,盐
鸡丝豌豆,contains,味精
鸡丝豌豆,contains,白砂糖
鸡丝豌豆,contains,淀粉(玉米)
火腿肉炒豌豆,contains,植物油
火腿肉炒豌豆,contains,盐
火腿肉炒豌豆,contains,料酒
火腿肉炒豌豆,contains,味精
火腿肉炒豌豆,contains,大葱
火腿肉炒豌豆,contains,姜
鸡油笋豆,contains,味精
鸡油笋豆,contains,盐
鸡油笋豆,contains,料酒
鸡油笋豆,contains,鸡油
鸡油笋豆,contains,淀粉(玉米)
鸡油笋豆,contains,花生油
蘑菇烧豆腐,contains,酱油
蘑菇烧豆腐,contains,盐
蘑菇烧豆腐,contains,料酒
蘑菇烧豆腐,contains,味精
蘑菇烧豆腐,contains,辣椒油
蘑菇烧豆腐,contains,豆瓣酱
蘑菇烧豆腐,contains,淀粉(玉米)
蘑菇烧豆腐,contains,大葱
蘑菇烧豆腐,contains,姜
蘑菇烧豆腐,contains,植物油
蘑菇烧豆腐,contains,大蒜
白玉红油豆腐,contains,植物油
白玉红油豆腐,contains,番茄酱
白玉红油豆腐,contains,盐
白玉红油豆腐,contains,白砂糖
白玉红油豆腐,contains,淀粉(玉米)
豆泡烧油菜,contains,花生油
豆泡烧油菜,contains,盐
豆泡烧油菜,contains,酱油
豆泡烧油菜,contains,白砂糖
豆泡烧油菜,contains,味精
烧罗汉豆泡,contains,植物油
烧罗汉豆泡,contains,大葱
烧罗汉豆泡,contains,黄酒
烧罗汉豆泡,contains,花生油
烧罗汉豆泡,contains,姜
烧罗汉豆泡,contains,盐
烧罗汉豆泡,contains,花椒
烧罗汉豆泡,contains,淀粉(玉米)
烧罗汉豆泡,contains,酱油
糖醋豆泡豌豆,contains,淀粉(玉米)
糖醋豆泡豌豆,contains,白砂糖
糖醋豆泡豌豆,contains,酱油
糖醋豆泡豌豆,contains,醋
糖醋豆泡豌豆,contains,花生油
滑熘豆腐,contains,盐
滑熘豆腐,contains,味精
滑熘豆腐,contains,花椒
滑熘豆腐,contains,姜
滑熘豆腐,contains,大葱
滑熘豆腐,contains,淀粉(玉米)
滑熘豆腐,contains,植物油
三鲜豇豆,contains,大葱
三鲜豇豆,contains,大蒜
三鲜豇豆,contains,姜
三鲜豇豆,contains,味精
三鲜豇豆,contains,盐
三鲜豇豆,contains,白砂糖
三鲜豇豆,contains,胡椒粉
三鲜豇豆,contains,花生油
三鲜豇豆,contains,淀粉(玉米)
拌虾皮豆腐,contains,盐
拌虾皮豆腐,contains,香油
拌虾皮豆腐,contains,味精
拌虾皮豆腐,contains,酱油
拌虾皮豆腐,contains,大葱
韭菜豆腐干,contains,酱油
韭菜豆腐干,contains,盐
韭菜豆腐干,contains,辣椒油
拌豆干荠菜松,contains,盐
拌豆干荠菜松,contains,味精
拌豆干荠菜松,contains,白砂糖
拌豆干荠菜松,contains,香油
豌豆菜花,contains,盐
豌豆菜花,contains,花生油
豌豆菜花,contains,香油
豌豆菜花,contains,味精
五香酱油豆,contains,酱油
五香酱油豆,contains,白砂糖
五香酱油豆,contains,盐
五香酱油豆,contains,茴香籽[小茴香籽]
五香酱油豆,contains,八角
五香酱油豆,contains,花椒
五香酱油豆,contains,桂皮
蔬菜豆腐泥,contains,酱油
家常豆腐羹,contains,鸡精
家常豆腐羹,contains,酱油
家常豆腐羹,contains,胡椒粉
家常豆腐羹,contains,花椒粉
家常豆腐羹,contains,辣椒粉
家常豆腐羹,contains,花生酱
家常豆腐羹,contains,豆豉
家常豆腐羹,contains,豆瓣酱
家常豆腐羹,contains,大葱
家常豆腐羹,contains,盐
三丝蛋卷,contains,盐
三丝蛋卷,contains,淀粉(玉米)
三丝蛋卷,contains,色拉油
鸡圈蛋花汤,contains,盐
鸡圈蛋花汤,contains,味精
鸡圈蛋花汤,contains,料酒
鸡圈蛋花汤,contains,胡椒粉
鸡圈蛋花汤,contains,鸡油
鸡圈蛋花汤,contains,玉米面（白）
鸡圈蛋花汤,contains,葱汁
鸡圈蛋花汤,contains,姜汁
莴苣叶煎蛋汤,contains,盐
莴苣叶煎蛋汤,contains,姜
莴苣叶煎蛋汤,contains,大葱
奶汤素鱼丸,contains,盐
奶汤素鱼丸,contains,味精
奶汤素鱼丸,contains,香油
家常炖黄花鱼,contains,植物油
家常炖黄花鱼,contains,香菜
家常炖黄花鱼,contains,盐
家常炖黄花鱼,contains,料酒
家常炖黄花鱼,contains,酱油
家常炖黄花鱼,contains,味精
家常炖黄花鱼,contains,大葱
家常炖黄花鱼,contains,姜
家常炖黄花鱼,contains,大蒜
三菇炖鱼头,contains,植物油
三菇炖鱼头,contains,大葱
三菇炖鱼头,contains,姜
三菇炖鱼头,contains,大蒜
三菇炖鱼头,contains,盐
三菇炖鱼头,contains,胡椒粉
三菇炖鱼头,contains,香油
三菇炖鱼头,contains,辣椒(红、尖、干)
三菇炖鱼头,contains,料酒
豆干炖鸽蛋,contains,猪油（炼制）
豆干炖鸽蛋,contains,酱油
豆干炖鸽蛋,contains,料酒
豆干炖鸽蛋,contains,盐
豆干炖鸽蛋,contains,味精
豆干炖鸽蛋,contains,八角
奶汤炖豆腐,contains,大葱
奶汤炖豆腐,contains,姜
奶汤炖豆腐,contains,盐
奶汤炖豆腐,contains,鸡精
奶汤炖豆腐,contains,料酒
奶汤炖豆腐,contains,植物油
菜包蒸肉,contains,盐
菜包蒸肉,contains,味精
菜包蒸肉,contains,淀粉(玉米)
菜包蒸肉,contains,色拉油
双耳蒸肉丸,contains,盐
双耳蒸肉丸,contains,大葱
双耳蒸肉丸,contains,味精
双耳蒸肉丸,contains,香油
双耳蒸肉丸,contains,料酒
双耳蒸肉丸,contains,淀粉(玉米)
双耳蒸肉丸,contains,辣椒(红、尖、干)
葱姜蒸河鳗,contains,盐
葱姜蒸河鳗,contains,大葱
葱姜蒸河鳗,contains,姜
葱姜蒸河鳗,contains,酱油
葱姜蒸河鳗,contains,料酒
葱姜蒸河鳗,contains,胡椒粉
葱姜蒸河鳗,contains,香油
葱姜蒸河鳗,contains,植物油
豆腐蒸蛋,contains,葱汁
豆腐蒸蛋,contains,姜汁
豆腐蒸蛋,contains,盐
豆腐蒸蛋,contains,味精
豆腐蒸蛋,contains,香油
蒸肉豆腐,contains,香油
蒸肉豆腐,contains,酱油
蒸肉豆腐,contains,淀粉(玉米)
山楂煮鸡翅,contains,姜
山楂煮鸡翅,contains,料酒
山楂煮鸡翅,contains,大葱
山楂煮鸡翅,contains,盐
山楂煮鸡翅,contains,味精
雪菜鲫鱼汤,contains,大葱
雪菜鲫鱼汤,contains,姜
雪菜鲫鱼汤,contains,料酒
雪菜鲫鱼汤,contains,盐
雪菜鲫鱼汤,contains,味精
雪菜鲫鱼汤,contains,植物油
雪菜鲫鱼汤,contains,胡椒粉
黑豆芝麻泥鳅汤,contains,盐
黑豆芝麻泥鳅汤,contains,植物油
醋烹鲫鱼,contains,陈醋
醋烹鲫鱼,contains,白砂糖
醋烹鲫鱼,contains,酱油
醋烹鲫鱼,contains,盐
醋烹鲫鱼,contains,味精
醋烹鲫鱼,contains,植物油
醋烹鲫鱼,contains,大葱
醋烹鲫鱼,contains,姜
醋烹鲫鱼,contains,香菜
白菜软炒虾,contains,香菜
白菜软炒虾,contains,盐
白菜软炒虾,contains,味精
白菜软炒虾,contains,料酒
白菜软炒虾,contains,醋
白菜软炒虾,contains,香油
白菜软炒虾,contains,大葱
白菜软炒虾,contains,姜
芹菜拌豆干,contains,盐
芹菜拌豆干,contains,味精
芹菜拌豆干,contains,香油
双菇拌鸡肉,contains,盐
双菇拌鸡肉,contains,白砂糖
双菇拌鸡肉,contains,醋
双菇拌鸡肉,contains,香油
草菇菜心,contains,盐
草菇菜心,contains,鸡精
草菇菜心,contains,胡椒粉
草菇菜心,contains,淀粉(玉米)
草菇菜心,contains,鸡油
香菇小油菜,contains,植物油
香菇小油菜,contains,大蒜
香菇小油菜,contains,盐
香菇小油菜,contains,江米酒
香菇小油菜,contains,香油
酱肉西兰花,contains,盐
莴笋叶豆腐羹,contains,植物油
莴笋叶豆腐羹,contains,淀粉(玉米)
莴笋叶豆腐羹,contains,味精
莴笋叶豆腐羹,contains,姜
莴笋叶豆腐羹,contains,盐
芦笋炒肉片,contains,大蒜
芦笋炒肉片,contains,酱油
芦笋炒肉片,contains,淀粉(玉米)
芦笋炒肉片,contains,味精
芦笋炒肉片,contains,盐
芦笋炒肉片,contains,植物油
冬笋里脊丝,contains,大葱
冬笋里脊丝,contains,姜
冬笋里脊丝,contains,植物油
冬笋里脊丝,contains,料酒
冬笋里脊丝,contains,淀粉(玉米)
冬笋里脊丝,contains,味精
冬笋里脊丝,contains,盐
冬笋鸡片,contains,大葱
冬笋鸡片,contains,姜
冬笋鸡片,contains,植物油
冬笋鸡片,contains,盐
冬笋鸡片,contains,淀粉(玉米)
冬笋鸡片,contains,味精
花生酱鸡丝,contains,花生酱
清炖鱼,contains,料酒
清炖鱼,contains,大葱
清炖鱼,contains,姜
清炖鱼,contains,盐
清炖鱼,contains,味精
清炖鱼,contains,胡椒粉
清炖鱼,contains,鸡精
清炖鱼,contains,花生油
香菇鸡块,contains,豆瓣酱
香菇鸡块,contains,姜
香菇鸡块,contains,大葱
香菇鸡块,contains,白砂糖
香菇鸡块,contains,花椒
香菇鸡块,contains,料酒
香菇鸡块,contains,酱油
香菇鸡块,contains,盐
香菇鸡块,contains,鸡粉
香菇鸡块,contains,八角
香菇鸡块,contains,花生油
清蒸蛋羹,contains,香油
清蒸蛋羹,contains,酱油
清蒸蛋羹,contains,盐
清蒸蛋羹,contains,大葱
翡翠虾仁,contains,料酒
翡翠虾仁,contains,盐
翡翠虾仁,contains,味精
翡翠虾仁,contains,白砂糖
翡翠虾仁,contains,鸡粉
翡翠虾仁,contains,胡椒粉
翡翠虾仁,contains,淀粉(豌豆)
翡翠虾仁,contains,大葱
翡翠虾仁,contains,姜
翡翠虾仁,contains,大蒜
翡翠虾仁,contains,香油
翡翠虾仁,contains,花生油
烧白丸,contains,淀粉(玉米)
烧白丸,contains,盐
烧白丸,contains,味精
烧白丸,contains,胡椒粉
烧白丸,contains,大葱
烧白丸,contains,姜
烧白丸,contains,香油
烧白丸,contains,花生油
烧白丸,contains,青蒜
烫红白丝,contains,酱油
烫红白丝,contains,白砂糖
烫红白丝,contains,味精
烫红白丝,contains,姜
烫红白丝,contains,香油
芹菜炒肉丝,contains,植物油
芹菜炒肉丝,contains,甜面酱
芹菜炒肉丝,contains,酱油
肉片炒莴笋,contains,酱油
肉片炒莴笋,contains,料酒
肉片炒莴笋,contains,醋
肉片炒莴笋,contains,盐
肉片炒莴笋,contains,味精
肉片炒莴笋,contains,淀粉(豌豆)
肉片炒莴笋,contains,植物油
肉片炒莴笋,contains,大葱
肉片炒莴笋,contains,姜
盐煮毛豆,contains,大葱
盐煮毛豆,contains,姜
盐煮毛豆,contains,盐
元旦烘虾,contains,香油
元旦烘虾,contains,盐
元旦烘虾,contains,味精
元旦烘虾,contains,芡粉
元旦烘虾,contains,辣椒(红、尖、干)
元旦烘虾,contains,大葱
甘肃回族烧牛蹄筋,contains,姜
甘肃回族烧牛蹄筋,contains,大蒜
甘肃回族烧牛蹄筋,contains,八角
甘肃回族烧牛蹄筋,contains,白砂糖
甘肃回族烧牛蹄筋,contains,味精
甘肃回族烧牛蹄筋,contains,酱油
甘肃回族烧牛蹄筋,contains,盐
甘肃回族烧牛蹄筋,contains,淀粉(豌豆)
甘肃回族烧牛蹄筋,contains,香油
竹筒烤鱼,contains,猪油（炼制）
竹筒烤鱼,contains,姜
竹筒烤鱼,contains,小葱
竹筒烤鱼,contains,胡椒粉
竹筒烤鱼,contains,味精
竹筒烤鱼,contains,料酒
竹筒烤鱼,contains,盐
芋头扣肉,contains,味精
芋头扣肉,contains,茴香籽[小茴香籽]
芋头扣肉,contains,花椒
芋头扣肉,contains,麦芽糖
芋头扣肉,contains,猪油（炼制）
芋头扣肉,contains,白砂糖
芋头扣肉,contains,盐
芋头扣肉,contains,辣椒粉
芋头扣肉,contains,草果
芋头扣肉,contains,八角
芋头扣肉,contains,白酒
酿小瓜,contains,小葱
酿小瓜,contains,胡椒粉
酿小瓜,contains,味精
酿小瓜,contains,淀粉(蚕豆)
酿小瓜,contains,盐
酿小瓜,contains,猪油（炼制）
酿小瓜,contains,香油
菠萝鸡片,contains,泡椒
菠萝鸡片,contains,猪油（炼制）
菠萝鸡片,contains,盐
菠萝鸡片,contains,味精
金钩挂玉牌,contains,酱油
金钩挂玉牌,contains,味精
金钩挂玉牌,contains,花椒粉
金钩挂玉牌,contains,小葱
金钩挂玉牌,contains,辣椒粉
金钩挂玉牌,contains,香油
金钩挂玉牌,contains,盐
金钩挂玉牌,contains,菜籽油
凉拌北风菌,contains,盐
凉拌北风菌,contains,酱油
凉拌北风菌,contains,味精
凉拌北风菌,contains,白砂糖
凉拌北风菌,contains,辣椒(红、尖、干)
凉拌北风菌,contains,醋
凉拌北风菌,contains,花椒
凉拌北风菌,contains,菜籽油
凉拌北风菌,contains,香油
凉拌北风菌,contains,小葱
凉拌北风菌,contains,姜
蛋丝韭菜,contains,盐
蛋丝韭菜,contains,味精
蛋丝韭菜,contains,白砂糖
蛋丝韭菜,contains,姜
长寿汤,contains,盐
长寿汤,contains,白砂糖
长寿汤,contains,黄油
长寿汤,contains,鸡精
川椒煮黄鳝,contains,大葱
川椒煮黄鳝,contains,姜
川椒煮黄鳝,contains,大蒜
川椒煮黄鳝,contains,豆瓣酱
川椒煮黄鳝,contains,植物油
