recipe,rel,material
红煨白鳝,contains,醋
红煨白鳝,contains,酱油
红煨白鳝,contains,冰糖
红煨白鳝,contains,大葱
红煨白鳝,contains,姜
红煨白鳝,contains,胡椒粉
红煨白鳝,contains,香油
虾酿竹荪卷汤,contains,料酒
虾酿竹荪卷汤,contains,盐
虾酿竹荪卷汤,contains,味精
虾酿竹荪卷汤,contains,胡椒粉
虾酿竹荪卷汤,contains,淀粉(豌豆)
虾酿竹荪卷汤,contains,姜
虾酿竹荪卷汤,contains,大葱
虾酿竹荪卷汤,contains,鸡油
凤菌一品豆腐,contains,猪油（炼制）
凤菌一品豆腐,contains,料酒
凤菌一品豆腐,contains,盐
凤菌一品豆腐,contains,味精
凤菌一品豆腐,contains,胡椒粉
凤菌一品豆腐,contains,大葱
凤菌一品豆腐,contains,淀粉(豌豆)
凤菌一品豆腐,contains,姜
辣味豆腐盒,contains,小麦面粉
辣味豆腐盒,contains,花生油
辣味豆腐盒,contains,料酒
辣味豆腐盒,contains,盐
辣味豆腐盒,contains,味精
辣味豆腐盒,contains,胡椒粉
辣味豆腐盒,contains,大葱
辣味豆腐盒,contains,香油
辣味豆腐盒,contains,淀粉(豌豆)
辣味豆腐盒,contains,辣椒油
清炖牛肉,contains,黄酒
清炖牛肉,contains,桂皮
清炖牛肉,contains,胡椒粉
清炖牛肉,contains,味精
清炖牛肉,contains,小葱
清炖牛肉,contains,盐
清炖牛肉,contains,姜
清炖牛肉,contains,猪油（炼制）
香菇莴笋柱,contains,芡粉
香菇莴笋柱,contains,鸡油
香菇莴笋柱,contains,植物油
香菇莴笋柱,contains,香油
香菇莴笋柱,contains,盐
香菇莴笋柱,contains,味精
香菇莴笋柱,contains,白砂糖
香菇莴笋柱,contains,酱油
三鲜凤羹,contains,料酒
三鲜凤羹,contains,盐
三鲜凤羹,contains,味精
三鲜凤羹,contains,胡椒粉
三鲜凤羹,contains,大葱
三鲜凤羹,contains,姜
三鲜凤羹,contains,淀粉(蚕豆)
三鲜凤羹,contains,鸡油
杏仁熘鸡丁,contains,猪油（炼制）
杏仁熘鸡丁,contains,料酒
杏仁熘鸡丁,contains,盐
杏仁熘鸡丁,contains,味精
杏仁熘鸡丁,contains,胡椒粉
杏仁熘鸡丁,contains,大葱
杏仁熘鸡丁,contains,淀粉(豌豆)
杏仁熘鸡丁,contains,香油
杏仁鹌鹑片,contains,猪油（炼制）
杏仁鹌鹑片,contains,料酒
杏仁鹌鹑片,contains,盐
杏仁鹌鹑片,contains,味精
杏仁鹌鹑片,contains,胡椒粉
杏仁鹌鹑片,contains,大葱
杏仁鹌鹑片,contains,姜
杏仁鹌鹑片,contains,淀粉(豌豆)
杏仁鹌鹑片,contains,鸡油
锅贴牡丹鱼,contains,猪油（炼制）
锅贴牡丹鱼,contains,料酒
锅贴牡丹鱼,contains,盐
锅贴牡丹鱼,contains,味精
锅贴牡丹鱼,contains,白砂糖
锅贴牡丹鱼,contains,大葱
锅贴牡丹鱼,contains,姜
锅贴牡丹鱼,contains,胡椒粉
锅贴牡丹鱼,contains,淀粉(豌豆)
锅贴牡丹鱼,contains,香油
葱油桂鱼卷,contains,猪油（炼制）
葱油桂鱼卷,contains,料酒
葱油桂鱼卷,contains,盐
葱油桂鱼卷,contains,味精
葱油桂鱼卷,contains,胡椒粉
葱油桂鱼卷,contains,大葱
葱油桂鱼卷,contains,姜
葱油桂鱼卷,contains,淀粉(豌豆)
葱油桂鱼卷,contains,鸡油
虾茸酿草菇,contains,猪油（炼制）
虾茸酿草菇,contains,料酒
虾茸酿草菇,contains,盐
虾茸酿草菇,contains,味精
虾茸酿草菇,contains,胡椒粉
虾茸酿草菇,contains,大葱
虾茸酿草菇,contains,鸡油
虾茸酿草菇,contains,淀粉(豌豆)
翡翠珍珠虾,contains,猪油（炼制）
翡翠珍珠虾,contains,料酒
翡翠珍珠虾,contains,盐
翡翠珍珠虾,contains,味精
翡翠珍珠虾,contains,胡椒粉
翡翠珍珠虾,contains,白砂糖
翡翠珍珠虾,contains,大葱
翡翠珍珠虾,contains,姜
翡翠珍珠虾,contains,鸡油
翡翠珍珠虾,contains,淀粉(豌豆)
蘑菇烩蛋白,contains,猪油（炼制）
蘑菇烩蛋白,contains,盐
蘑菇烩蛋白,contains,味精
蘑菇烩蛋白,contains,胡椒粉
蘑菇烩蛋白,contains,鸡油
蘑菇烩蛋白,contains,淀粉(豌豆)
韭白鱼丝,contains,大葱
韭白鱼丝,contains,姜
韭白鱼丝,contains,盐
韭白鱼丝,contains,淀粉(豌豆)
韭白鱼丝,contains,香油
韭白鱼丝,contains,味精
韭白鱼丝,contains,胡椒粉
韭白鱼丝,contains,猪油（炼制）
黄耳鱼片汤,contains,料酒
黄耳鱼片汤,contains,盐
黄耳鱼片汤,contains,大葱
黄耳鱼片汤,contains,姜
黄耳鱼片汤,contains,淀粉(豌豆)
黄耳鱼片汤,contains,味精
黄耳鱼片汤,contains,胡椒粉
黄耳鱼片汤,contains,鸡油
火腿鸡卷,contains,大葱
火腿鸡卷,contains,姜
火腿鸡卷,contains,盐
火腿鸡卷,contains,料酒
火腿鸡卷,contains,味精
火腿鸡卷,contains,白砂糖
火腿鸡卷,contains,淀粉(豌豆)
火腿鸡卷,contains,花椒
火腿鸡卷,contains,香油
油炝蚕豆,contains,香油
油炝蚕豆,contains,花椒
油炝蚕豆,contains,盐
油炝蚕豆,contains,味精
冬菇菱角,contains,香油
冬菇菱角,contains,盐
冬菇菱角,contains,白砂糖
冬菇菱角,contains,味精
冬菇菱角,contains,姜
冬菇菱角,contains,大葱
冬菇菱角,contains,花椒
鳅鱼附豆腐汤,contains,姜
鳅鱼附豆腐汤,contains,味精
鳅鱼附豆腐汤,contains,盐
鳅鱼附豆腐汤,contains,胡椒粉
鳅鱼附豆腐汤,contains,白醋
鳅鱼附豆腐汤,contains,大蒜
鳅鱼附豆腐汤,contains,小葱
鳅鱼附豆腐汤,contains,鸡油
三层楼,contains,芡粉
三层楼,contains,植物油
三层楼,contains,盐
三层楼,contains,味精
三层楼,contains,蚝油
三层楼,contains,酱油
冬菇烧猪脑髓,contains,料酒
冬菇烧猪脑髓,contains,猪油（炼制）
冬菇烧猪脑髓,contains,大葱
冬菇烧猪脑髓,contains,姜
冬菇烧猪脑髓,contains,盐
冬菇烧猪脑髓,contains,酱油
冬菇烧猪脑髓,contains,味精
冬菇烧猪脑髓,contains,淀粉(豌豆)
冬菇烧猪脑髓,contains,胡椒粉
冬菇烧猪脑髓,contains,香油
韭花肚尖丝,contains,鸡蛋清
韭花肚尖丝,contains,猪油（炼制）
韭花肚尖丝,contains,料酒
韭花肚尖丝,contains,盐
韭花肚尖丝,contains,味精
韭花肚尖丝,contains,淀粉(豌豆)
韭花肚尖丝,contains,香油
汤泡仔鸡,contains,料酒
汤泡仔鸡,contains,盐
汤泡仔鸡,contains,味精
汤泡仔鸡,contains,胡椒粉
汤泡仔鸡,contains,鸡油
汤泡仔鸡,contains,大葱
枸杞青豆鸡米,contains,鸡蛋清
枸杞青豆鸡米,contains,猪油（炼制）
枸杞青豆鸡米,contains,料酒
枸杞青豆鸡米,contains,盐
枸杞青豆鸡米,contains,味精
枸杞青豆鸡米,contains,大葱
枸杞青豆鸡米,contains,姜
枸杞青豆鸡米,contains,淀粉(豌豆)
枸杞青豆鸡米,contains,鸡油
白汁玻璃鱼片,contains,猪油（炼制）
白汁玻璃鱼片,contains,料酒
白汁玻璃鱼片,contains,盐
白汁玻璃鱼片,contains,白砂糖
白汁玻璃鱼片,contains,味精
白汁玻璃鱼片,contains,胡椒粉
白汁玻璃鱼片,contains,姜
白汁玻璃鱼片,contains,淀粉(豌豆)
白汁玻璃鱼片,contains,大葱
白汁玻璃鱼片,contains,鸡油
清蒸鲫鱼,contains,盐
清蒸鲫鱼,contains,料酒
清蒸鲫鱼,contains,大葱
清蒸鲫鱼,contains,姜
清蒸鲫鱼,contains,味精
清蒸鲫鱼,contains,白砂糖
清蒸鲫鱼,contains,醋
清蒸鲫鱼,contains,植物油
菊花冬笋桂鱼羹,contains,猪油（炼制）
菊花冬笋桂鱼羹,contains,料酒
菊花冬笋桂鱼羹,contains,盐
菊花冬笋桂鱼羹,contains,味精
菊花冬笋桂鱼羹,contains,胡椒粉
菊花冬笋桂鱼羹,contains,大葱
菊花冬笋桂鱼羹,contains,姜
菊花冬笋桂鱼羹,contains,淀粉(豌豆)
菊花冬笋桂鱼羹,contains,鸡油
锅贴鸽蛋,contains,料酒
锅贴鸽蛋,contains,盐
锅贴鸽蛋,contains,味精
锅贴鸽蛋,contains,胡椒粉
锅贴鸽蛋,contains,香油
锅贴鸽蛋,contains,大葱
锅贴鸽蛋,contains,姜
锅贴鸽蛋,contains,淀粉(豌豆)
锅贴鸽蛋,contains,花生油
明月鸽蛋汤,contains,鸡油
明月鸽蛋汤,contains,料酒
明月鸽蛋汤,contains,盐
明月鸽蛋汤,contains,味精
明月鸽蛋汤,contains,胡椒粉
明月鸽蛋汤,contains,植物油
什锦烩蛋丁,contains,猪油（炼制）
什锦烩蛋丁,contains,盐
什锦烩蛋丁,contains,味精
什锦烩蛋丁,contains,胡椒粉
什锦烩蛋丁,contains,大葱
什锦烩蛋丁,contains,鸡油
虾蛋烧海参,contains,猪油（炼制）
虾蛋烧海参,contains,料酒
虾蛋烧海参,contains,盐
虾蛋烧海参,contains,酱油
虾蛋烧海参,contains,味精
虾蛋烧海参,contains,胡椒粉
虾蛋烧海参,contains,姜
虾蛋烧海参,contains,大葱
虾蛋烧海参,contains,淀粉(豌豆)
虾蛋烧海参,contains,香油
湘江四色喜,contains,植物油
湘江四色喜,contains,味精
湘江四色喜,contains,盐
湘江四色喜,contains,白砂糖
湘江四色喜,contains,酱油
湘江四色喜,contains,淀粉(豌豆)
包公鱼,contains,小葱
包公鱼,contains,酱油
包公鱼,contains,冰糖
包公鱼,contains,醋
包公鱼,contains,香油
包公鱼,contains,黄酒
包公鱼,contains,姜
香菇盒,contains,味精
香菇盒,contains,白砂糖
香菇盒,contains,淀粉(豌豆)
香菇盒,contains,香油
香菇盒,contains,小葱
香菇盒,contains,盐
香菇盒,contains,酱油
香菇盒,contains,猪油（炼制）
玉兔海参,contains,小葱
玉兔海参,contains,姜
玉兔海参,contains,淀粉(玉米)
玉兔海参,contains,盐
玉兔海参,contains,味精
玉兔海参,contains,黄酒
玉兔海参,contains,鸡油
玉兔海参,contains,胡椒粉
玉兔海参,contains,猪油（炼制）
油鸡,contains,黄酒
油鸡,contains,盐
油鸡,contains,大葱
油鸡,contains,姜
油鸡,contains,八角
油鸡,contains,茴香籽[小茴香籽]
油鸡,contains,菜籽油
烹子鱼,contains,花生油
烹子鱼,contains,酱油
烹子鱼,contains,香醋
烹子鱼,contains,料酒
烹子鱼,contains,小葱
烹子鱼,contains,盐
烹子鱼,contains,姜
烹子鱼,contains,白砂糖
烹子鱼,contains,八角
烹子鱼,contains,香油
清炒塘鱼片,contains,黄酒
清炒塘鱼片,contains,盐
清炒塘鱼片,contains,味精
清炒塘鱼片,contains,大葱
清炒塘鱼片,contains,香油
清炒塘鱼片,contains,猪油（炼制）
虾仁珊瑚,contains,黄酒
虾仁珊瑚,contains,盐
虾仁珊瑚,contains,胡椒粉
虾仁珊瑚,contains,味精
虾仁珊瑚,contains,香油
虾仁珊瑚,contains,猪油（炼制）
酱油嫩鸡,contains,黄酒
酱油嫩鸡,contains,酱油
酱油嫩鸡,contains,白砂糖
酱油嫩鸡,contains,大葱
酱油嫩鸡,contains,姜
酱油嫩鸡,contains,八角
酱油嫩鸡,contains,桂皮
酱油嫩鸡,contains,香油
卤汁面筋,contains,盐
卤汁面筋,contains,酱油
卤汁面筋,contains,白砂糖
卤汁面筋,contains,味精
卤汁面筋,contains,八角
卤汁面筋,contains,香油
卤汁面筋,contains,大豆油
酥鲫鱼,contains,香醋
酥鲫鱼,contains,黄酒
酥鲫鱼,contains,酱油
酥鲫鱼,contains,白砂糖
酥鲫鱼,contains,小葱
酥鲫鱼,contains,姜
酥鲫鱼,contains,香油
奶汤鲜核桃仁,contains,姜汁
奶汤鲜核桃仁,contains,盐
奶汤鲜核桃仁,contains,味精
奶汤鲜核桃仁,contains,黄酒
奶汤鲜核桃仁,contains,鸡油
奶汤鲜核桃仁,contains,猪油（炼制）
肺汤,contains,味精
肺汤,contains,盐
肺汤,contains,大葱
肺汤,contains,胡椒粉
肺汤,contains,料酒
肺汤,contains,猪油（炼制）
黄焖野兔,contains,花椒
黄焖野兔,contains,黄酒
黄焖野兔,contains,糖色
黄焖野兔,contains,盐
黄焖野兔,contains,酱油
黄焖野兔,contains,味精
黄焖野兔,contains,大葱
黄焖野兔,contains,姜
黄焖野兔,contains,香油
黄焖野兔,contains,菜籽油
清汤鸡蒙冬菇,contains,黄酒
清汤鸡蒙冬菇,contains,盐
清汤鸡蒙冬菇,contains,淀粉(玉米)
清汤鸡蒙冬菇,contains,姜汁
清汤鸡蒙冬菇,contains,味精
芙蓉豆腐汤,contains,盐
芙蓉豆腐汤,contains,白砂糖
芙蓉豆腐汤,contains,淀粉(玉米)
芙蓉豆腐汤,contains,胡椒粉
芙蓉豆腐汤,contains,味精
珊瑚鱼条,contains,姜
珊瑚鱼条,contains,大葱
珊瑚鱼条,contains,香油
珊瑚鱼条,contains,料酒
珊瑚鱼条,contains,辣椒油
珊瑚鱼条,contains,盐
珊瑚鱼条,contains,味精
芹黄肉丝,contains,白酱油
芹黄肉丝,contains,菜籽油
芹黄肉丝,contains,盐
芹黄肉丝,contains,姜
芹黄肉丝,contains,白砂糖
芹黄肉丝,contains,大蒜
芹黄肉丝,contains,味精
连锅子,contains,大葱
连锅子,contains,姜
连锅子,contains,味精
连锅子,contains,酱油
连锅子,contains,花椒
连锅子,contains,胡椒粉
猴头蘑菇菜心,contains,盐
猴头蘑菇菜心,contains,味精
猴头蘑菇菜心,contains,料酒
猴头蘑菇菜心,contains,胡椒粉
猴头蘑菇菜心,contains,姜
猴头蘑菇菜心,contains,大葱
猴头蘑菇菜心,contains,猪油（炼制）
猴头蘑菇菜心,contains,淀粉(玉米)
猴头蘑菇菜心,contains,香油
春丝吐香,contains,盐
春丝吐香,contains,胡椒粉
春丝吐香,contains,味精
春丝吐香,contains,花椒粉
春丝吐香,contains,淀粉(玉米)
春丝吐香,contains,香油
春丝吐香,contains,花生油
素油菜心,contains,盐
素油菜心,contains,淀粉(玉米)
素油菜心,contains,白砂糖
素油菜心,contains,味精
素油菜心,contains,香油
素油菜心,contains,花生油
熊掌豆腐,contains,黄酒
熊掌豆腐,contains,姜
熊掌豆腐,contains,大蒜
熊掌豆腐,contains,白酱油
熊掌豆腐,contains,豆瓣
熊掌豆腐,contains,香油
熊掌豆腐,contains,淀粉(豌豆)
熊掌豆腐,contains,色拉油
熊掌豆腐,contains,味精
熘鸡卷,contains,盐
熘鸡卷,contains,白酒
熘鸡卷,contains,鸡蛋清
熘鸡卷,contains,淀粉(豌豆)
熘鸡卷,contains,胡椒粉
熘鸡卷,contains,味精
青椒玉米,contains,盐
青椒玉米,contains,花生油
三珍烩鲍脯,contains,盐
三珍烩鲍脯,contains,淀粉(豌豆)
三珍烩鲍脯,contains,植物油
三珍烩鲍脯,contains,胡麻油
三珍烩鲍脯,contains,鸡蛋清
芙蓉海四宝,contains,淀粉(豌豆)
芙蓉海四宝,contains,植物油
芙蓉海四宝,contains,盐
三鲜鹌鹑蛋,contains,大葱
三鲜鹌鹑蛋,contains,姜
三鲜鹌鹑蛋,contains,黄酒
三鲜鹌鹑蛋,contains,味精
三鲜鹌鹑蛋,contains,淀粉(玉米)
三鲜鹌鹑蛋,contains,鸡油
三鲜鹌鹑蛋,contains,花生油
“寿”字鸭羹,contains,料酒
“寿”字鸭羹,contains,盐
什锦粉丝,contains,酱油
什锦粉丝,contains,味精
什锦粉丝,contains,芥末
什锦粉丝,contains,香油
什锦粉丝,contains,盐
什锦粉丝,contains,花生油
什锦粉丝,contains,醋
崂山十珍会,contains,盐
崂山十珍会,contains,味精
崂山十珍会,contains,植物油
崂山十珍会,contains,大葱
崂山十珍会,contains,大蒜
龙舟鳜鱼,contains,大葱
龙舟鳜鱼,contains,姜
龙舟鳜鱼,contains,葱汁
龙舟鳜鱼,contains,姜汁
龙舟鳜鱼,contains,淀粉(豌豆)
龙舟鳜鱼,contains,料酒
龙舟鳜鱼,contains,盐
龙舟鳜鱼,contains,味精
龙舟鳜鱼,contains,胡椒粉
酿鸳鸯海参,contains,鸡蛋清
酿鸳鸯海参,contains,大葱
酿鸳鸯海参,contains,姜
酿鸳鸯海参,contains,花椒
酿鸳鸯海参,contains,料酒
酿鸳鸯海参,contains,盐
酿鸳鸯海参,contains,味精
酿鸳鸯海参,contains,胡椒粉
酿鸳鸯海参,contains,淀粉(豌豆)
酿鸳鸯海参,contains,植物油
酿鸳鸯海参,contains,小麦面粉
烧卖海参,contains,大葱
烧卖海参,contains,姜
烧卖海参,contains,花椒
烧卖海参,contains,酱油
烧卖海参,contains,盐
烧卖海参,contains,白砂糖
烧卖海参,contains,味精
烧卖海参,contains,植物油
烧卖海参,contains,淀粉(豌豆)
烧卖海参,contains,大蒜
五香糖熏兔肉,contains,酱油
五香糖熏兔肉,contains,盐
五香糖熏兔肉,contains,花椒
五香糖熏兔肉,contains,八角
五香糖熏兔肉,contains,桂皮
五香糖熏兔肉,contains,丁香
五香糖熏兔肉,contains,沙姜
五香糖熏兔肉,contains,陈皮
五香糖熏兔肉,contains,茴香籽[小茴香籽]
五香糖熏兔肉,contains,姜
五香糖熏兔肉,contains,白砂糖
五香糖熏兔肉,contains,香油
炖虾蓉豆腐丸子,contains,大葱
炖虾蓉豆腐丸子,contains,姜
炖虾蓉豆腐丸子,contains,大葱
炖虾蓉豆腐丸子,contains,姜
炖虾蓉豆腐丸子,contains,盐
炖虾蓉豆腐丸子,contains,料酒
炖虾蓉豆腐丸子,contains,味精
炖虾蓉豆腐丸子,contains,胡椒粉
炖虾蓉豆腐丸子,contains,香油
炖虾蓉豆腐丸子,contains,淀粉(豌豆)
西红柿双参地牛尾,contains,植物油
西红柿双参地牛尾,contains,大葱
西红柿双参地牛尾,contains,姜
西红柿双参地牛尾,contains,盐
西红柿双参地牛尾,contains,味精
西红柿双参地牛尾,contains,酱油
西红柿双参地牛尾,contains,料酒
西红柿双参地牛尾,contains,胡椒粉
黄焖带皮虾,contains,料酒
黄焖带皮虾,contains,盐
黄焖带皮虾,contains,味精
黄焖带皮虾,contains,大葱
黄焖带皮虾,contains,姜
大蒜家常豆腐鱼,contains,豆瓣酱
大蒜家常豆腐鱼,contains,酱油
大蒜家常豆腐鱼,contains,料酒
大蒜家常豆腐鱼,contains,盐
大蒜家常豆腐鱼,contains,味精
大蒜家常豆腐鱼,contains,大葱
大蒜家常豆腐鱼,contains,姜
大蒜家常豆腐鱼,contains,大蒜
大蒜家常豆腐鱼,contains,淀粉(玉米)
大蒜家常豆腐鱼,contains,猪油（炼制）
银蹄海参,contains,葱油
银蹄海参,contains,卤汁
银蹄海参,contains,盐
银蹄海参,contains,味精
银蹄海参,contains,植物油
银蹄海参,contains,淀粉(豌豆)
银蹄海参,contains,酱油
凤片海参,contains,鸡蛋清
凤片海参,contains,植物油
凤片海参,contains,葱油
凤片海参,contains,姜
凤片海参,contains,味精
凤片海参,contains,胡椒粉
凤片海参,contains,料酒
凤片海参,contains,淀粉(豌豆)
凤片海参,contains,白砂糖
凤片海参,contains,苏打粉
麻酱海参,contains,芝麻酱
麻酱海参,contains,酱油
麻酱海参,contains,盐
麻酱海参,contains,白砂糖
麻酱海参,contains,味精
麻酱海参,contains,大蒜
麻酱海参,contains,香油
麻酱海参,contains,醋
麻酱海参,contains,芥末油
椒香海参,contains,大葱
椒香海参,contains,姜
椒香海参,contains,大蒜
椒香海参,contains,花椒
椒香海参,contains,辣椒油
椒香海参,contains,酱油膏
椒香海参,contains,味精
椒香海参,contains,白砂糖
雪花海参,contains,鸡蛋清
雪花海参,contains,大葱
雪花海参,contains,姜
雪花海参,contains,料酒
雪花海参,contains,盐
雪花海参,contains,盐
雪花海参,contains,味精
雪花海参,contains,淀粉(豌豆)
雪花海参,contains,植物油
雪花海参,contains,葱油
六味海参,contains,大葱
六味海参,contains,姜
六味海参,contains,大蒜
六味海参,contains,辣椒酱
六味海参,contains,酱油
六味海参,contains,醋
六味海参,contains,盐
六味海参,contains,味精
六味海参,contains,白砂糖
六味海参,contains,淀粉(蚕豆)
六味海参,contains,辣椒油
六味海参,contains,植物油
扒白菜卷,contains,猪油（炼制）
扒白菜卷,contains,盐
扒白菜卷,contains,料酒
扒白菜卷,contains,花椒
扒白菜卷,contains,香油
扒白菜卷,contains,淀粉(豌豆)
扒白菜卷,contains,味精
扒白菜卷,contains,大葱
扒白菜卷,contains,姜
